Metric,Count
Total Invocations,297
✅ Match (≥85%),132
⚠️ Partial (60–85%),31
❌ Mismatch (<60%),80
🔇 No Audio / Stub,54
#,Audio File,Chapter,Invocation Name,Better Invocation Name,Arabic (Data),STT Result,Score,Status
73,`/audios/025_07.mp3`,After Prayer,After Prayer (7),None has the right to...,((لاَ إِلَهَ إِلاَّ اللَّهُ وَحْدَهُ لاَ شَرِيكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ يُحْيِي وَيُمِيتُ وَهُوَ عَلَى كُ,بسم الله الرحمن الرحيم قل هو الله أحد الله الصمد لم يلد ولم يولد ولم يكله كفوًا أحد بسم الله الرحمن الرحيم قل أعوذ برب ا,24.7%,❌ Mismatch
74,`/audios/025_08.mp3`,After Prayer,After Prayer (8),"O Allah, I ask You...",((اللَّهُمَّ إِنِّي أَسْأَلُكَ عِلْماً نافِعاً، وَرِزْقاً طَيِّباً، وَعَمَلاً مُتَقَبَّلاً)) بَعْدَ السّلامِ مِنْ صَلاَة,2. بسم الله الرحمن الرحيم 3. الله لا إله إلا هو الحي القيوم 4. لا تأخذه سنة ولا نوم 5. لهما في السماوات وما في الأرض 6.,18.4%,❌ Mismatch
75,`/audios/025_09.mp3`,After Prayer,La ilaha illallah,La ilaha illallah,لَا إِلَهَ إِلَّا اللهُ وَحَدْهُ لَا شَرِيكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ يُحْيِي وَيُمِيتُ، وَهُوَ عَلَى كُلِّ,2. لا إله إلا الله وحده لا شريك له له الملك وله الحمد يحيى ويميت وهو على كل شيء قدير,97.6%,✅ Match
76,`/audios/025_10.mp3`,After Prayer,After Prayer (10),"O Allahu im, të lutem...",اللَّهُمَّ إِنِّي أَسْأَلُكَ عِلْماً نَافِعاً، وَرِزْقاً طَيِّباً، وَعَمَلاً مُتَقَبَّلاً,اللهم إني أسألك علم النافعة ورزقا طيبة وعملا متقبلا,91.3%,✅ Match
77,`/audios/026_01.mp3`,Istikharah,Istikhara Dua,Istikhara Dua,قَالَ جَابرُ بْنُ عَبْدِ اللَّهِ رَضِيَ اللَّهُ عَنْهُمَا: كَانَ رسُولُ اللَّهِ صلى الله عليه وسلم يُعَلِّمُنَا الْاسْتِ,17. اللهم إني أستخيرك بعلمك وأستقدرك بقدرتك وأسألك من فضلك العظيم فإنك تقدر ولا أقدر وتعلم ولا أعلم وأنت علام الغيوب 18.,54.3%,❌ Mismatch
78,`/audios/027_01.mp3`,Morning Adhkar,Against Shaitan,Morning: Protection from Shaitan,أَعُوذُ بِاللَّهِ مِنَ الشَّيطَانِ الرَّجِيمِ ﴿اللَّهُ لاَ إِلَهَ إِلاَّ هُوَ الْحَيُّ الْقَيُّومُ لاَ تَأْخُذُهُ سِنَةٌ,111- الله لا إله إلا هو الحي القيوم 112- لا تأخذه سنة ولا نوم 113- له ما في السماوات وما في الأرض 114- من ذا الذي يشفع ع,93.2%,✅ Match
79,`/audios/027_02.mp3`,Morning Adhkar,Morning Adhkar (2),Morning: 3 Quls (3x),(بسم الله الرحمن الرحيم ﴿قُلْ هُوَ اللَّهُ أَحَدٌ* اللَّهُ الصَّمَدُ* لَمْ يَلِدْ وَلَمْ يُولَدْ* وَلَمْ يَكُن لَّهُ كُف,2. بسم الله الرحمن الرحيم 3. بسم الله الرحمن الرحيم 4. قل هو الله أحد الله الصمد لم يلد ولم يولد ولم يكن له كفوًا أحد 5.,54.3%,❌ Mismatch
80,`/audios/027_03.mp3`,Morning Adhkar,Morning Adhkar (3),Morning: Sovereignty belongs to Allah,((أَصْبَحْنَا وَأَصْبَحَ الْمُلْكُ لِلَّهِ ، وَالْحَمْدُ لِلَّهِ، لاَ إِلَهَ إلاَّ اللَّهُ وَحْدَهُ لاَ شَرِيكَ لَهُ، لَ,1. وصبحنا وأصبح الملك لله والحمد لله لا إله إلا الله وحده لا شريك له الملك وله الحمد وهو على كل شيء قدير 2. رب أسألك خير,58.2%,❌ Mismatch
81,`/audios/027_04.mp3`,Morning Adhkar,Morning Adhkar (4),Morning: By Your leave we rise,((اللَّهُمَّ بِكَ أَصْبَحْنَا، وَبِكَ أَمْسَيْنَا ، وَبِكَ نَحْيَا، وَبِكَ نَمُوتُ وَإِلَيْكَ النُّشُورُ)). [وإذا أمسى ق,سبحنا و بك أمسينا و بك نحيا و بك نموت و إليك النشور,48.9%,❌ Mismatch
82,`/audios/027_05.mp3`,Morning Adhkar,Sayyid ul Istighfar,Morning: Sayyidul Istighfar,((اللَّهُمَّ أَنْتَ رَبِّي لَا إِلَهَ إِلاَّ أَنْتَ، خَلَقْتَنِي وَأَنَا عَبْدُكَ، وَأَنَا عَلَى عَهْدِكَ وَوَعْدِكَ مَا,اللهم أنت ربي لا إله إلا أنت خلقتني وأنا عبدك وأنا على عهدك ووعدك مستطحت أعوذ بك من شر ما صنعت أبوء لك بنعمتك عليه وأبوء,95.8%,✅ Match
83,`/audios/027_06.mp3`,Morning Adhkar,Morning Adhkar (6),Morning: Testimony (4x),((اللَّهُمَّ إِنِّي أَصْبَحْتُ أُشْهِدُكَ، وَأُشْهِدُ حَمَلَةَ عَرْشِكَ، وَمَلاَئِكَتِكَ، وَجَمِيعَ خَلْقِكَ، أَنَّكَ أَ,"apply the punishment that well granted to myself by doing Cruelty because I'm feeling described. In other words, there's",21.9%,❌ Mismatch
84,`/audios/027_07.mp3`,Morning Adhkar,Morning Adhkar (7),Morning: Acknowledgement of Blessings,((اللَّهُمَّ مَا أَصْبَحَ بِي مِنْ نِعْمَةٍ أَوْ بِأَحَدٍ مِنْ خَلْقِكَ فَمِنْكَ وَحْدَكَ لاَ شَرِيكَ لَكَ، فَلَكَ الْحَ,سلاماتك لله بلحظة لا يوجد إله بحق في إبادهي إلا أنك يا الله سيكون أنا أردتك من أجل ومن أفكر أنا أردتك من أجل لا يوجد إله,14.4%,❌ Mismatch
85,`/audios/027_08.mp3`,Morning Adhkar,Morning Adhkar (8),Morning: Wellbeing (3x),((اللَّهُمَّ عَافِنِي فِي بَدَنِي، اللَّهُمَّ عَافِنِي فِي سَمْعِي، اللَّهُمَّ عَافِنِي فِي بَصَرِي، لاَ إِلَهَ إِلاَّ أ,الشيء ومليكة أشهد أن لا إله إلا أنت أعوذ بك من شر نفس ومن شر الشيطان وشركة وأن أقترف على نفسي سوء أو أجره إلى مسلم,39.1%,❌ Mismatch
86,`/audios/027_09.mp3`,Morning Adhkar,Morning Adhkar (9),Morning: Sufficient is Allah (7x),((حَسْبِيَ اللَّهُ لاَ إِلَهَ إِلاَّ هُوَ عَلَيهِ تَوَكَّلتُ وَهُوَ رَبُّ الْعَرْشِ الْعَظِيمِ)) (سَبْعَ مَرّاتٍ).,بسم الله الذي لا يضر مع اسمه شيء في الأرض ولا في السماء وهو السميع العليم,44.1%,❌ Mismatch
87,`/audios/027_10.mp3`,Morning Adhkar,Morning Adhkar (10),Morning: Worldly & Hereafter Safety,((اللَّهُمَّ إِنِّي أَسْأَلُكَ الْعَفْوَ وَالْعَافِيَةَ فِي الدُّنْيَا وَالآخِرَةِ، اللَّهُمَّ إِنِّي أَسْأَلُكَ الْعَفْ,.دنان منيبوت نام الله .يندنان نامانه .تدهada sesuatu pun .يندapat ممبهيakan .بعيك يندي بمي .موapun di langit .دialah yan,1.6%,❌ Mismatch
88,`/audios/027_11.mp3`,Morning Adhkar,Morning Adhkar (11),Morning: Protection from Self & Shaitan,((اللَّهُمَّ عَالِمَ الغَيْبِ وَالشَّهَادَةِ فَاطِرَ السَّمَوَاتِ وَالْأَرْضِ، رَبَّ كُلِّ شَيْءٍ وَمَلِيكَهُ، أَشْهَدُ,وعلى ملة أبينا إبراهيم حنيف مسلمة وما كان من المشركين,12.4%,❌ Mismatch
89,`/audios/027_12.mp3`,Morning Adhkar,Before Eating,Morning: Protection with His Name (3x),((بِسْمِ اللَّهِ الَّذِي لاَ يَضُرُّ مَعَ اسْمِهِ شَيْءٌ فِي الْأَرْضِ وَلاَ فِي السّمَاءِ وَهُوَ السَّمِيعُ الْعَلِيمُ),2. اللهم علم الغيب والشهادة فاطر السماوات والأرض رب كل شيء ومليكة أشهد أن لا إله إلا أنت أعوذ بك من شر نفسي ومن شر الشيط,28.1%,❌ Mismatch
90,`/audios/027_13.mp3`,Morning Adhkar,Morning Adhkar (13),Morning: Pleasure with Allah (3x),((رَضِيتُ بِاللَّهِ رَبَّاً، وَبِالْإِسْلاَمِ دِيناً، وَبِمُحَمَّدٍ صلى الله عليه وسلم نَبِيّاً)) (ثلاثَ مرَّاتٍ).,2. بسم الله الذي لا يضر مع اسمه شيء في الأرض ولا في السماء وهو السميع العليم,17.9%,❌ Mismatch
91,`/audios/027_14.mp3`,Morning Adhkar,Morning Adhkar (14),Morning: O Ever Living (Ya Hayyu),((يَا حَيُّ يَا قَيُّومُ بِرَحْمَتِكَ أَسْتَغيثُ أَصْلِحْ لِي شَأْنِيَ كُلَّهُ وَلاَ تَكِلْنِي إِلَى نَفْسِي طَرْفَةَ عَ,2. رضيت بالله ربا وبالإسلام دينا وبمحمد صلى الله عليه وسلم نبيا,27.3%,❌ Mismatch
92,`/audios/027_15.mp3`,Morning Adhkar,Morning Adhkar (15),Morning: Upon the Morning,((أَصْبَحْنَا وَأَصْبَحَ الْمُلْكُ لِلَّهِ رَبِّ الْعَالَمِينَ، اللَّهُـمَّ إِنِّي أَسْأَلُكَ خَيْرَ هَذَا الْيَوْمِ:فَت,2. يا حي يا قيوم برحمتك أستغيث أصلح لي شأني كله ولا تكلني إلى نفسي طرفة عين,3.3%,❌ Mismatch
93,`/audios/027_16.mp3`,Morning Adhkar,Morning Adhkar (16),Morning: Upon the Fitrah,((أَصْبَحْنا عَلَى فِطْرَةِ الْإِسْلاَمِ، وَعَلَى كَلِمَةِ الْإِخْلاَصِ، وَعَلَى دِينِ نَبِيِّنَا مُحَمَّدٍ صلى الله علي,أصبحنا وأصبح الملك لله رب العالمين اللهم إني أسألك خير هذا اليوم فتحه ونصره ونوره وبركته وهداه وأعوذ بك من شل ما فيه وشل,36.1%,❌ Mismatch
94,`/audios/027_17.mp3`,Morning Adhkar,SubhanAllah,Morning: Subhanallahi wa Bihamdihi (100x),((سُبْحَانَ اللَّهِ وَبِحَمْدِهِ)) (مائة مرَّةٍ).,8 أصبحنا على فطرة الإسلام وعلى كلمة الإخلاص وعلى دين نبينا محمد صلى الله عليه وسلم وعلى من التي أبينا إبراهيم حنيفا مسلم,18.2%,❌ Mismatch
95,`/audios/027_18.mp3`,Morning Adhkar,Morning Adhkar (18),Morning: Oneness (10x or 1x),((لاَ إِلَهَ إِلاَّ اللَّهُ وَحْدَهُ لاَ شَرِيكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ، وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِير,سبحان الله وبحمده,19.5%,❌ Mismatch
96,`/audios/027_19.mp3`,Morning Adhkar,La ilaha illallah,Morning: Oneness (100x),((لاَ إِلَهَ إِلاَّ اللَّهُ، وَحْدَهُ لاَ شَرِيكَ لَهُ، لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِير,2. لا إله إلا الله وحده لا شريك له له الملك وله الحمد وهو على كل شيء قدير,87.5%,✅ Match
97,`/audios/027_20.mp3`,Morning Adhkar,Morning Adhkar (20),Morning: Glorification (3x),((سُبْحَانَ اللَّهِ وَبِحَمْدِهِ: عَدَدَ خَلْقِهِ، وَرِضَا نَفْسِهِ، وَزِنَةَ عَرْشِهِ، وَمِدَادَ كَلِمَاتِهِ)) (ثلاثَ م,2. لا إله إلا الله وحده لا شريك له له الملك وله الحمد وهو على كل شيء قدير,37.1%,❌ Mismatch
98,`/audios/027_21.mp3`,Morning Adhkar,Morning Adhkar (21),Morning: Knowledge & Provisions,((اللَّهُمَّ إِنِّي أَسْأَلُكَ عِلْماً نَافِعاً، وَرِزْقاً طَيِّباً، وَعَمَلاً مُتَقَبَّلاً)) (إذا أصبحَ).,سبحان الله وبحمده عدد خلقه ودضانفسه وزنة عرشه ومداد كلماته,18.5%,❌ Mismatch
99,`/audios/027_22.mp3`,Morning Adhkar,Istighfar,Morning: Istighfar (100x),((أَسْتَغْفِرُ اللَّهَ وَأَتُوبُ إِلَيْهِ)) (مِائَةَ مَرَّةٍ فِي الْيَوْمِ).,111- اللهم إني أسألك علم النافعة ورزقا طيبة وعملا متقبلا,33.0%,❌ Mismatch
100,`/audios/027_23.mp3`,Morning Adhkar,Protection from Evil Eye,Morning: Salutations (10x),أَعُوذُ بِكَلِمَاتِ اللهِ التَّامَّاتِ مِنْ شَرِّ مَا خَلَقَ,أستغفر الله وأتوب إليه,37.3%,❌ Mismatch
101,`/audios/027_24.mp3`,Morning Adhkar,Alhamdulillah,Alhamdulillah,اَلْحَمْدُ لِلهِ وَحْدَهُ، وَالصَّلاَةُ وَالسَّلاَمُ عَلَى مَنْ لاَ نَبِيَّ بَعْدَهُ,أعوذ بكلمات الله التامات من شر ما خلق,34.5%,❌ Mismatch
102,`/audios/027_25.mp3`,Morning Adhkar,Morning Adhkar (25),"O Allahu im, mëshiroje dhe...",اَللَّهُمَّ صَلِّ وَسَلِّمْ عَلَى نَبَيِّنَا مُحَمَّدٍ,اللهم صل وسلم على نبينا محمد,100.0%,✅ Match
103,`/audios/028_01.mp3`,Before Sleeping,Before Sleeping (1),When retiring to his bed...,((يَجْمَعُ كَفَّيْهِ ثُمَّ يَنْفُثُ فِيهِمَا فَيَقْرَأُ فِيهِمَا:بسم الله الرحمن الرحيم ﴿قُلْ هُوَ اللَّهُ أَحَدٌ * اللّ,2. بسم الله الرحمن الرحيم 3. قل هو الله أحد 4. الله الصمد 5. لم يلد ولم يولد 6. ولم يكله كفوًا أحد 7. بسم الله الرحمن ال,75.4%,⚠️ Partial
104,`/audios/028_02.mp3`,Before Sleeping,Before Sleeping (2),Allah - there is no...,﴿اللَّهُ لاَ إِلَهَ إِلاَّ هُوَ الْحَيُّ الْقَيُّومُ لاَ تَأْخُذُهُ سِنَةٌ وَلاَ نَوْمٌ لَّهُ مَا فِي السَّمَوَاتِ وَمَا,بسم الله الرحمن الرحيم الله لا إله إلا هو الحي القيوم لا تأخذه سنة ولا نوم لهما في السماوات وما في الأرض منذ الذي يشفى ع,76.4%,⚠️ Partial
105,`/audios/028_03.mp3`,Before Sleeping,Before Sleeping (3),The Messenger has believed in...,﴿آمَنَ الرَّسُولُ بِمَا أُنزِلَ إِلَيْهِ مِن رَّبِّهِ وَالْمُؤْمِنُونَ كُلٌّ آمَنَ بِاللَّهِ وَمَلآئِكَتِهِ وَكُتُبِهِ و,2. بسم الله الرحمن الرحيم 3. آمن الرسول بما أنزل إليه من ربه والمؤمنون 4. كل أمن بالله وملائكته وكتبه ورسله 5. لا نفرق ب,85.0%,⚠️ Partial
106,`/audios/028_04.mp3`,Before Sleeping,Before Sleeping (4),"In Your name my Lord,...",((بِاسْمِكَ رَبِّي وَضَعْتُ جَنْبِي، وَبِكَ أَرْفَعُهُ، فَإِن أَمْسَكْتَ نَفْسِي فارْحَمْهَا، وَإِنْ أَرْسَلْتَهَا فَاحْ,بسمك ربي وضعت جنبي وبك أرفعه فإن أمسكت نفسي فرحمها وإن أرسلتها فحفظها بما تحفظ به عبادك الصالحين,96.5%,✅ Match
107,`/audios/028_05.mp3`,Before Sleeping,Before Sleeping (5),"O Allah, verily You have...",((اللَّهُمَّ إِنَّكَ خَلَقْتَ نَفْسِي وَأَنْتَ تَوَفَّاهَا، لَكَ مَمَاتُهَا وَمَحْياهَا، إِنْ أَحْيَيْتَهَا فَاحْفَظْهَا,اللهم إنك خلقت نفسي وانت تتوفاها لك ماتها ومحياها إن أحييتها فحفظها وإن أمتها فاوفر لها اللهم إني أسألك العافية,95.6%,✅ Match
108,`/audios/028_06.mp3`,Before Sleeping,Sleeping on Right Side,Sleeping on Right Side,((اللَّهُمَّ قِنِي عَذَابَكَ يَوْمَ تَبْعَثُ عِبَادَكَ)).,111- اللهم اقني عذابك يوم تبعث عبادك,98.4%,✅ Match
109,`/audios/028_07.mp3`,Before Sleeping,Before Sleeping,Before Sleeping,((بِاسْمِكَ اللَّهُمَّ أَمُوتُ وَأَحْيَا)).,بسمك اللهما أموت وأحيا,95.5%,✅ Match
110,`/audios/028_08.mp3`,Before Sleeping,Before Sleeping (8),How Perfect Allah is. thirty-three...,((سُبْحَانَ اللَّهِ (ثلاثاً وثلاثين) وَالْحَمْدُ لِلَّهِ (ثلاثاً وثلاثين) وَاللَّهُ أَكْبَرُ (أربعاً وثلاثينَ))).,[FILE NOT FOUND],0.0%,🔇 No Audio
111,`/audios/028_09.mp3`,Before Sleeping,Before Sleeping (9),"O Allah, Lord of the...",((اللَّهُمَّ رَبَّ السَّمَوَاتِ السَّبْعِ وَرَبَّ الأَرْضِ، وَرَبَّ الْعَرْشِ الْعَظِيمِ، رَبَّنَا وَرَبَّ كُلِّ شَيْءٍ،,7. اللهم رب السماوات السبع ورب العرش العظيم 8. ربنا ورب كل شيء فالق الحب والنوى ومنزل التورات والإنجين والفرقان 9. أعوذ,80.3%,⚠️ Partial
112,`/audios/028_10.mp3`,Before Sleeping,Before Sleeping (10),"All praise is for Allah,...",((الْحَمْدُ لِلَّهِ الَّذِي أَطْعَمَنَا وَسَقَانَا، وَكَفَانَا، وَآوَانَا، فَكَمْ مِمَّنْ لاَ كَافِيَ لَهُ وَلاَ مُؤْوِي,الحمد لله الذي أطعمنا وسقعنا وكفانا وآوانا فكم من من لا كافي له ولا مؤوي,95.2%,✅ Match
113,`/audios/028_11.mp3`,Before Sleeping,Before Sleeping (11),"O Allah, Knower of the...",((اللَّهُمَّ عَالِمَ الغَيْبِ وَالشَّهَادَةِ فَاطِرَ السَّمَوَاتِ وَالْأَرْضِ، رَبَّ كُلِّ شَيْءٍ وَمَلِيكَهُ، أَشْهَدُ,17. اللهم علم الغيب والشهادة فاطر السماوات والأرض رب كل شيء ومليكة أشهد أن لا إله إلا أنت أعوذ بك من شر نفسي ومن شر الشي,96.5%,✅ Match
114,`/audios/028_12.mp3`,Before Sleeping,Before Sleeping (12),The Prophet never used to...,((يَقْرَأُ ﴿الم﴾ تَنْزِيلَ السَّجْدَة ِ،  وَتَبَارَكَ الَّذي بِيَدِهِ الْمُلْكُ)).,اللهم أسلمت نفسي إليك وفوت أمر إليك ووجهت وجهي إليك وألجأت ظهري إليك رغبة ورهبة إليك لا ملجأ ولا من جامك إلا إليك آمنت ب,23.0%,❌ Mismatch
115,`/audios/029_01.mp3`,Stirring in Night,La ilaha illallah,La ilaha illallah,((لاَ إِلَهَ إِلاَّ اللَّهُ الْوَاحِدُ الْقَهّارُ، رَبُّ السَّمَوَاتِ وَالْأَرْضِ وَمَا بَيْنَهُمَا الْعَزيزُ الْغَفَّار,لا إله إلا الله الواحد القهار رب السماوات والأرض وما بينهما العزيز الغفار,98.6%,✅ Match
116,`/audios/030_01.mp3`,Fear/Loneliness at Night,Fear/Loneliness at Night,Fear/Loneliness at Night,((أَعُوذُ بِكَلِمَاتِ اللَّهِ التَّامَّاتِ مِنْ غَضَبِهِ وَعِقَابِهِ، وَشَرِّ عِبَادِهِ، وَمِنْ هَمَزَاتِ الشَّياطِينِ و,أعوذ بكلمات الله التامات من غضبه وعقابه وشرعباده ومنها مزات الشياطين وأي يحضرون,95.0%,✅ Match
117,`/audios/031_01.mp3`,Bad Dream/Nightmare,Bad Dream/Nightmare,Bad Dream/Nightmare,((يَنْفُثُ عَنْ يَسَارِهِ)) (ثلاثاً).,[FILE NOT FOUND],0.0%,🔇 No Audio
118,`/audios/032_01.mp3`,Qunut in Witr,Qunut in Witr (1),"O Allah, guide me along...",((اللَّهُمَّ اهْدِنِي فِيمَنْ هَدَيْتَ، وَعَافِنِي فِيمَنْ عَافَيْتَ، وَتَوَلَّنِي فِيمَنْ تَوَلَّيْتَ، وَبَارِكْ لِي فِ,111- اللهم اهدني في من هديت وعافني في من عافيت وتولني في من توليت وباركلي فيما اعطيت وقني شر ما قضيت فإنك تقضي ولا يقضى,95.2%,✅ Match
119,`/audios/032_02.mp3`,Qunut in Witr,Qunut in Witr (2),"O Allah, I take refuge...",((اللَّهُمَّ إِنِّي أَعُوذُ بِرِضَاكَ مِنْ سَخَطِكَ، وَبِمُعَافَاتِكَ مِنْ عُقُوبَتِكَ، وَأَعُــــوذُ بِكَ مِنْكَ، لاَ أ,اللهم إني أعوذ برضاك من سخطك وبمعافاتك من عقوبتك وأعوذ بك منك لا أحصي ثناء عليك أنت كما أثنيت على نفسك,96.2%,✅ Match
120,`/audios/032_03.mp3`,Qunut in Witr,Qunut in Witr (3),"O Allah, it is You...",((اللَّهُمَّ إِيَّاكَ نعْبُدُ، وَلَكَ نُصَلِّي وَنَسْجُدُ، وَإِلَيْكَ نَسْعَى وَنَحْفِدُ، نَرْجُو رَحْمَتَكَ، وَنَخْشَى,112. اللهم إياك نعبد ولكن صلي ونسجد وإليك نسعة ونحفد نرجو رحمتك ونخشى عذابك إن عذابك بالكافرين ملحق 113. اللهم إنا نستعي,95.4%,✅ Match
121,`/audios/033_01.mp3`,After Witr Prayer,After Witr Prayer,After Witr Prayer,((سُبْحَانَ المَلِكِ القُدُّوسِ)) ثلاثَ مرَّاتٍ والثَّالِثَةُ يَجْهَرُ بها ويَمُدُّ بها صَوتَهُ يقولُ: [رَبِّ الْمَلاَئِ,2. سبحان الملك القدوس 3. رب الملائكة والروح,61.2%,⚠️ Partial
122,`/audios/034_01.mp3`,Worry & Grief,Worry & Grief (1),"O Allah, I am Your...",((اللَّهُمَّ إِنِّي عَبْدُكَ، ابْنُ عَبْدِكَ، ابْنُ أَمَتِكَ، نَاصِيَتِي بِيَدِكَ، مَاضٍ فِيَّ حُكْمُكَ، عَدْلٌ فِيَّ قَ,1- الله لا إله إلا هو الحي القيوم 2- لا تأخذه سنة ولا نوم 3- لهما في السماوات وما في الأرض 4- من ذا الذي يشفع عنده إلا ب,4.1%,❌ Mismatch
123,`/audios/034_02.mp3`,Worry & Grief,Dua for Anxiety,Dua for Anxiety,((اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنَ الْهَمِّ وَالْحَزَنِ، وَالْعَجْزِ وَالْكَسَلِ، وَالْبُخْلِ وَالْجُبْنِ، وَضَلَعِ ا,2. قل أعوذ برب الفلق من شر ما خلق ومن شر غاسق إذا وقب ومن شر نفافات في العقد ومن شر حاسد إذا حسد 3. بسم الله الرحمن رحيم,8.0%,❌ Mismatch
124,`/audios/035_01.mp3`,Anguish,Anguish (1),Oneness of Allah Forbearing. None...,((لاَ إِلَهَ إِلاَّ اللَّهُ الْعَظِيمُ الْحَلِيمُ، لاَ إِلَهَ إِلاَّ اللَّهُ رَبُّ الْعَرْشِ الْعَظِيمِ، لاَ إِلَهَ إِلا,2. لا إله إلا الله العظيم الحليم 3. لا إله إلا الله رب السماوات ورب الأرض ورب العرش الكريم,82.6%,⚠️ Partial
125,`/audios/035_02.mp3`,Anguish,Anguish (2),"O Allah, it is Your...",((اللَّهُمَّ رَحْمَتَكَ أَرْجُو، فَلاَ تَكِلْنِي إِلَى نَفْسِي طَرْفَةَ عَيْنٍ، وَأَصْلِحْ لِي شَأْنِي كُلَّهُ، لاَ إِلَ,111- اللهم رحمتك أرجو فلا تكلني إلى نفسي طرفت عين وأصلح لي شأني كله لا إله إلا أنت,96.8%,✅ Match
126,`/audios/035_03.mp3`,Anguish,Dua of Prophet Yunus,Dua of Prophet Yunus,((لاَ إِلَهَ إِلاَّ أَنْتَ سُبْحَانَكَ إِنِّي كُنْتُ مِنَ الظّالِمِينَ)).,لا إله إلا أن تسبحانك إني كنت من الظالمين,97.6%,✅ Match
127,`/audios/035_04.mp3`,Anguish,Anguish (4),"Allah, Allah is my Lord,...",((اللَّهُ اللَّهُ رَبِّي لاَ أُشْرِكُ بِهِ شَيْئاً)).,الله الله ربي لا أشرك به شيئا,100.0%,✅ Match
128,`/audios/036_01.mp3`,Meeting Adversary/Ruler,Meeting Adversary/Ruler (1),"O Allah, we place You...",((اللَّهُمَّ إِنَّا نَجْعَلُكَ فِي نُحُورِهِم، وَنَعُوذُ بِكَ مِنْ شُرُورِهِمْ)).,اللهم إنا نجعلك في نحورهم ونعوذ بك من شرورهم,98.9%,✅ Match
129,`/audios/036_02.mp3`,Meeting Adversary/Ruler,Meeting Adversary/Ruler (2),"O Allah, You are my...",((اللَّهُمَّ أَنْتَ عَضُدِي، وَأَنْتَ نَصِيرِي، بِكَ أَحُولُ وَبِكَ أَصُولُ، وَبِكَ أُقاتِلُ)).,111- اللهم أنت عدد وأنت نصير بك أجول وبك أصول وبك أقاتل,91.4%,✅ Match
130,`/audios/036_03.mp3`,Meeting Adversary/Ruler,Hasbunallah,Hasbunallah,((حَسْبُنا اللَّهُ وَنِعْمَ الْوَكِيلُ)).,حسبنا الله ونعم الوكيل,100.0%,✅ Match
131,`/audios/037_01.mp3`,Oppression of Rulers,Oppression of Rulers (1),"O Allah, Lord of the...",((اللَّهُمَّ ربَّ السَّمَوَاتِ السَّبْعِ، وَرَبَّ الْعَرْشِ الْعَظِيمِ، كُنْ لِي جَاراً مِنْ فُلاَنِ بْنِ فُلاَنٍ، وَأَح,اللهم رب السماوات السبع ورب العرش العظيم كل يجارا من فلان بن فلان وأحزابه من خلائقك أن يفرط علي أحد منهم أو يطغى عز جارك,95.3%,✅ Match
132,`/audios/037_02.mp3`,Oppression of Rulers,Oppression of Rulers (2),"Allah is the Most Great,...",((اللَّهُ أَكْبَرُ، اللَّهُ أَعَزُّ مِنْ خَلْقِهِ جَمِيعاً، اللَّهُ أَعَزُّ مِمَّا أَخَافُ وَأَحْذَرُ، أَعُوذُ بِاللَّهِ,7. الله أكبر الله أعز من خلقه جميعا 8. الله أعز مما أخاف وأحذر أعوذ بالله الذي لا إله إلا هو 9. الممسك السماوات السبع أن,62.7%,⚠️ Partial
133,`/audios/038_01.mp3`,Against Enemy,Against Enemy,Against Enemy,((اللَّهُمَّ مُنْزِلَ الْكِتَابِ، سَرِيعَ الْحِسَابِ، اهْزِمِ الأَحْزَابَ، اللَّهُمَّ اهزِمْهُمْ وَزَلْزِلْهُمْ)).,دعاء against the enemy,5.7%,❌ Mismatch
134,`/audios/039_01.mp3`,Fear of Harm,Fear of Harm,Fear of Harm,((اللَّهُمَّ اكْفِنِيهِمْ بِمَا شِئْتَ)).,اللهم اكفنيهم بما شئ,97.6%,✅ Match
135,`/audios/040_01.mp3`,Doubt in Faith,Doubt in Faith (1),1. Duhet kërkuar mbrojtje nga...,((يَسْتَعِيذُ بِاللَّهِ و يَنْتَهِي عَمَّا شك فِيهِ)).,آمنت بالله ورسله,42.5%,❌ Mismatch
136,`/audios/040_02.mp3`,Doubt in Faith,Doubt in Faith (2),He should say: I have...,((يَقُولُ: ((آمَنْتُ بِاللَّهِ وَرُسُلِهِ)).,2. هو الأول والآخر والظاهر والباطن وهو بكل شيء عليم,26.1%,❌ Mismatch
137,`/audios/040_03.mp3`,Doubt in Faith,Doubt in Faith (3),He should also recite the...,((يَقْرَأُ قَوْلَهُ تَعَالَى: ﴿هُوَ الْأوَّلُ وَالْآخِرُ وَالظّاهِرُ وَالْباطِنُ وَهُوَ بِكُلِّ شَيْءٍ عَلِيمٌ﴾)).,[FILE NOT FOUND],0.0%,🔇 No Audio
138,`/audios/041_01.mp3`,Settling Debt,Dua to Repay Debt,Dua to Repay Debt,((اللَّهُمَّ اكْفِنِي بِحَلاَلِكَ عَنْ حَرَامِكَ، وَأَغْنِنِي بِفَضْلِكِ عَمَّنْ سِوَاكَ)).,الله مكفيني بحلالك عن حرامك وأغنيني بفضلك عماً سواك,92.0%,✅ Match
